"ea_id2","ea_id","sa1q01","sa1q02","sa1q03","sa1q04","sa1q05","sa1q06","sa1q07","cs1aq8_1","cs1aq8_3a","cs1aq8_3b","cs1aq8_3c","cs1aq9_1","cs1aq9_3a","cs1aq9_3b","cs1aq9_3c","cs1aq12_1","cs1aq12_3a","cs1aq12_3b","cs1aq12_3c","cs1aq14_a","cs1aq14_b","cs1aq14_c","cs1aq15_a","cs1aq15_b","cs1aq16_a","cs1aq16_b","cs1aq17_a","cs1aq17_b"
"030509020100104","03050900104",3,5,9,2,1,1,4,"**CONFIDENTIAL**",11,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,11,6,2008,2,35,6,30,"**CONFIDENTIAL**",9
"030511088800307","03051100307",3,5,11,8,88,3,7,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,9,6,2008,2,30,6,15,"**CONFIDENTIAL**",9
"030513088800702","03051300702",3,5,13,8,88,7,2,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,9,6,2008,8,30,10,50,"**CONFIDENTIAL**",9
"030515088800703","03051500703",3,5,15,8,88,7,3,"**CONFIDENTIAL**",22,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,22,6,2008,9,0,10,30,"**CONFIDENTIAL**",9
"030521088800808","03052100808",3,5,21,8,88,8,8,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",5,12,2008,14,6,2008,1,45,4,55,"**CONFIDENTIAL**",9
"030602088802603","03060202603",3,6,2,8,88,26,3,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,6,7,2008,8,0,10,0,"**CONFIDENTIAL**",7
"030604010100202","03060400202",3,6,4,1,1,2,2,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"030604088802001","03060402001",3,6,4,8,88,20,1,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,2,7,2008,5,45,7,0,"**CONFIDENTIAL**",7
"030606088802103","03060602103",3,6,6,8,88,21,3,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,8,7,2008,3,30,5,0,"**CONFIDENTIAL**",3
"030609088801807","03060901807",3,6,9,8,88,18,7,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,6,7,2008,4,20,7,10,"**CONFIDENTIAL**",7
"030611088802207","03061102207",3,6,11,8,88,22,7,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,6,7,2008,8,0,9,30,"**CONFIDENTIAL**",7
"030614010100105","03061400105",3,6,14,1,1,1,5,"**CONFIDENTIAL**",10,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,10,7,2008,3,30,4,50,"**CONFIDENTIAL**",7
"030616088801207","03061601207",3,6,16,8,88,12,7,"**CONFIDENTIAL**",5,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,5,7,2008,3,0,5,30,"**CONFIDENTIAL**",7
"030701088801406","03070101406",3,7,1,8,88,14,6,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",7,11,2008,9,6,2008,6,0,7,0,"**CONFIDENTIAL**",7
"030703088800105","03070300105",3,7,3,8,88,1,5,"**CONFIDENTIAL**",11,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",7,11,2008,11,7,2008,8,0,9,15,"**CONFIDENTIAL**",7
"030704088801302","03070401302",3,7,4,8,88,13,2,"**CONFIDENTIAL**",10,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",7,11,2008,6,7,2008,4,16,5,23,"**CONFIDENTIAL**",7
"030705010100105","03070500105",3,7,5,1,1,1,5,"**CONFIDENTIAL**",1,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",7,11,2008,1,7,2008,8,15,10,50,"**CONFIDENTIAL**",7
"030705088802405","03070502405",3,7,5,8,88,24,5,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",7,11,2008,6,7,2008,4,10,5,55,"**CONFIDENTIAL**",7
"030708020100211","03070800211",3,7,8,2,1,2,11,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"030708088801402","03070801402",3,7,8,8,88,14,2,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",7,11,2008,7,7,2008,3,0,5,5,"**CONFIDENTIAL**",7
"030710088801703","03071001703",3,7,10,8,88,17,3,"**CONFIDENTIAL**",8,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",7,11,2008,8,6,2008,10,45,12,0,"**CONFIDENTIAL**",7
"030713088801304","03071301304",3,7,13,8,88,13,4,"**CONFIDENTIAL**",4,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",7,11,2008,4,7,2008,7,55,9,5,"**CONFIDENTIAL**",7
"030802088801503","03080201503",3,8,2,8,88,15,3,"**CONFIDENTIAL**",17,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",10,11,2008,,,,,,,,"**CONFIDENTIAL**",10
"030803010100107","03080300107",3,8,3,1,1,1,7,"**CONFIDENTIAL**",15,8,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",10,11,2008,,,,,,,,"**CONFIDENTIAL**",
"030803088800603","03080300603",3,8,3,8,88,6,3,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",10,11,2008,,,,,,,,"**CONFIDENTIAL**",10
"030804088800503","03080400503",3,8,4,8,88,5,3,"**CONFIDENTIAL**",13,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",10,11,2008,,,,,,,,"**CONFIDENTIAL**",10
"030901088801202","03090101202",3,9,1,8,88,12,2,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,11,2008,3,7,2008,3,40,9,35,"**CONFIDENTIAL**",7
"030902088802501","03090202501",3,9,2,8,88,25,1,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,11,2008,7,7,2008,4,5,5,15,"**CONFIDENTIAL**",7
"030902088803201","03090203201",3,9,2,8,88,32,1,"**CONFIDENTIAL**",4,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,11,2008,4,7,2008,4,20,5,50,"**CONFIDENTIAL**",7
"030903080100101","03090300101",3,9,3,8,1,1,1,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"030904088800702","03090400702",3,9,4,8,88,7,2,"**CONFIDENTIAL**",9,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,11,2008,8,6,2008,2,45,4,10,"**CONFIDENTIAL**",7
"030905088801102","03090501102",3,9,5,8,88,11,2,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",7,11,2008,4,7,2008,3,0,8,20,"**CONFIDENTIAL**",7
"030906020100105","03090600105",3,9,6,2,1,1,5,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,11,2008,16,6,2008,4,15,7,45,"**CONFIDENTIAL**",7
"031001088801106","03100101106",3,10,1,8,88,11,6,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,7,6,2008,9,40,11,20,"**CONFIDENTIAL**",10
"031002088801601","03100201601",3,10,2,8,88,16,1,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",13,11,2008,14,6,2008,3,0,5,10,"**CONFIDENTIAL**",10
"031004010100103","03100400103",3,10,4,1,1,1,3,"**CONFIDENTIAL**",9,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,9,7,2008,3,10,4,6,"**CONFIDENTIAL**",9
"031004088800408","03100400408",3,10,4,8,88,4,8,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,14,6,2008,9,0,11,30,"**CONFIDENTIAL**",9
"031101010100318","03110100318",3,11,1,1,1,3,18,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"031101010100719","03110100719",3,11,1,1,1,7,19,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"031101010101201","03110101201",3,11,1,1,1,12,1,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"031201088800101","03120100101",3,12,1,8,88,1,1,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,10,6,2008,3,10,5,50,"**CONFIDENTIAL**",10
"031201088800303","03120100303",3,12,1,8,88,3,3,"**CONFIDENTIAL**",13,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,2008,13,6,2008,3,20,5,0,"**CONFIDENTIAL**",10
"031201088800504","03120100504",3,12,1,8,88,5,4,"**CONFIDENTIAL**",11,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,11,6,2008,11,20,12,50,"**CONFIDENTIAL**",
"040101088802202","04010102202",4,1,1,8,88,22,2,"**CONFIDENTIAL**",16,6,2008,"**CONFIDENTIAL**",27,7,2008,"**CONFIDENTIAL**",8,11,2008,16,6,2008,9,35,10,15,"**CONFIDENTIAL**",23
"040106088801302","04010601302",4,1,6,8,88,13,2,"**CONFIDENTIAL**",16,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",8,11,2008,16,6,2008,4,0,6,0,"**CONFIDENTIAL**",23
"040113088800501","04011300501",4,1,13,8,88,5,1,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",27,6,2008,"**CONFIDENTIAL**",8,11,2008,10,6,2008,8,36,9,51,"**CONFIDENTIAL**",23
"040116020100103","04011600103",4,1,16,2,1,1,3,"**CONFIDENTIAL**",15,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",8,11,2008,15,6,2008,10,0,11,30,"**CONFIDENTIAL**",23
"040117010100211","04011700211",4,1,17,1,1,2,11,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040118088802402","04011802402",4,1,18,8,88,24,2,"**CONFIDENTIAL**",8,6,2008,"**CONFIDENTIAL**",27,7,2008,"**CONFIDENTIAL**",8,11,2008,8,6,2008,6,15,8,18,"**CONFIDENTIAL**",23
"040204088801105","04020401105",4,2,4,8,88,11,5,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",8,11,2008,3,7,2008,4,45,10,5,"**CONFIDENTIAL**",23
"040210088801102","04021001102",4,2,10,8,88,11,2,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",8,7,2008,"**CONFIDENTIAL**",8,11,2008,2,7,2008,6,30,8,25,"**CONFIDENTIAL**",23
"040214010200204","04021400204",4,2,14,1,2,2,4,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",8,11,2008,14,6,2008,8,0,10,30,"**CONFIDENTIAL**",23
"040214088801801","04021401801",4,2,14,8,88,18,1,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",8,11,2008,14,6,2008,8,0,12,0,"**CONFIDENTIAL**",23
"040302088801803","04030201803",4,3,2,8,88,18,3,"**CONFIDENTIAL**",6,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,6,7,2008,9,20,12,10,"**CONFIDENTIAL**",19
"040308010100108","04030800108",4,3,8,1,1,1,8,"**CONFIDENTIAL**",12,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,13,7,2008,3,20,5,15,"**CONFIDENTIAL**",19
"040308088800401","04030800401",4,3,8,8,88,4,1,"**CONFIDENTIAL**",12,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,12,7,2008,4,15,7,5,"**CONFIDENTIAL**",19
"040314088800602","04031400602",4,3,14,8,88,6,2,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,,,,6,30,7,40,"**CONFIDENTIAL**",
"040321010100214","04032100214",4,3,21,1,1,2,14,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040401088801103","04040101103",4,4,1,8,88,11,3,"**CONFIDENTIAL**",12,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,12,6,2008,3,30,5,11,"**CONFIDENTIAL**",19
"040405088801902","04040501902",4,4,5,8,88,19,2,"**CONFIDENTIAL**",14,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,14,7,2008,4,20,6,45,"**CONFIDENTIAL**",19
"040410088800701","04041000701",4,4,10,8,88,7,1,"**CONFIDENTIAL**",17,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,17,7,2008,5,10,7,20,"**CONFIDENTIAL**",19
"040412010100104","04041200104",4,4,12,1,1,1,4,"**CONFIDENTIAL**",4,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,4,7,2008,4,20,6,20,"**CONFIDENTIAL**",19
"040414088801702","04041401702",4,4,14,8,88,17,2,"**CONFIDENTIAL**",2,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,2,6,2008,4,10,5,45,"**CONFIDENTIAL**",
"040503088803104","04050303104",4,5,3,8,88,31,4,"**CONFIDENTIAL**",13,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",15,12,2008,13,6,2008,4,35,7,27,"**CONFIDENTIAL**",3
"040508088803103","04050803103",4,5,8,8,88,31,3,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",15,12,2008,10,6,2008,1,28,4,20,"**CONFIDENTIAL**",3
"040512010100104","04051200104",4,5,12,1,1,1,4,"**CONFIDENTIAL**",8,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,8,7,2008,3,10,5,5,"**CONFIDENTIAL**",
"040513088802405","04051302405",4,5,13,8,88,24,5,"**CONFIDENTIAL**",8,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",15,12,2008,8,6,2008,3,20,6,45,"**CONFIDENTIAL**",3
"040520010100113","04052000113",4,5,20,1,1,1,13,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040601020100102","04060100102",4,6,1,2,1,1,2,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040601088802303","04060102303",4,6,1,8,88,23,3,"**CONFIDENTIAL**",8,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,8,6,2008,4,30,6,50,"**CONFIDENTIAL**",3
"040605088801004","04060501004",4,6,5,8,88,10,4,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040608088801902","04060801902",4,6,8,8,88,19,2,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,3,7,2008,7,0,8,30,"**CONFIDENTIAL**",3
"040701088801502","04070101502",4,7,1,8,88,15,2,"**CONFIDENTIAL**",29,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,29,6,2008,7,10,8,5,"**CONFIDENTIAL**",1
"040704088801002","04070401002",4,7,4,8,88,10,2,"**CONFIDENTIAL**",28,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040707010100104","04070700104",4,7,7,1,1,1,4,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040707088802702","04070702702",4,7,7,8,88,27,2,"**CONFIDENTIAL**",15,5,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,15,5,2008,4,0,4,30,"**CONFIDENTIAL**",1
"040712088802302","04071202302",4,7,12,8,88,23,2,"**CONFIDENTIAL**",23,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,23,6,2008,4,30,6,45,"**CONFIDENTIAL**",1
"040713010100209","04071300209",4,7,13,1,1,2,9,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040806088800802","04080600802",4,8,6,8,88,8,2,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040808010100107","04080800107",4,8,8,1,1,1,7,"**CONFIDENTIAL**",28,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,28,7,2008,3,47,6,8,"**CONFIDENTIAL**",1
"040812088802401","04081202401",4,8,12,8,88,24,1,"**CONFIDENTIAL**",24,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,24,6,2008,5,41,7,49,"**CONFIDENTIAL**",1
"040817088802801","04081702801",4,8,17,8,88,28,1,"**CONFIDENTIAL**",1,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,1,7,2008,4,17,6,20,"**CONFIDENTIAL**",1
"040825010100102","04082500102",4,8,25,1,1,1,2,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"040901088800304","04090100304",4,9,1,8,88,3,4,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,9,6,2008,2,30,5,30,"**CONFIDENTIAL**",8
"040907088800105","04090700105",4,9,7,8,88,1,5,"**CONFIDENTIAL**",10,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,10,6,2008,3,30,6,30,"**CONFIDENTIAL**",8
"040909010100105","04090900105",4,9,9,1,1,1,5,"**CONFIDENTIAL**",3,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,3,7,2008,3,32,6,27,"**CONFIDENTIAL**",8
"040910088801104","04091001104",4,9,10,8,88,11,4,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,7,7,2008,3,20,7,30,"**CONFIDENTIAL**",8
"040913088801004","04091301004",4,9,13,8,88,10,4,"**CONFIDENTIAL**",1,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",8,11,2008,1,7,2008,3,10,6,20,"**CONFIDENTIAL**",8
"040914010100212","04091400212",4,9,14,1,1,2,12,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"041005088800403","04100500403",4,10,5,8,88,4,3,"**CONFIDENTIAL**",28,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,8,6,2008,8,5,9,15,"**CONFIDENTIAL**",15
"041009088803605","04100903605",4,10,9,8,88,36,5,"**CONFIDENTIAL**",14,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,11,2008,13,6,2008,2,30,7,0,"**CONFIDENTIAL**",8
"041013088802203","04101302203",4,10,13,8,88,22,3,"**CONFIDENTIAL**",12,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,12,,2008,5,0,6,30,"**CONFIDENTIAL**",15
"041016088800104","04101600104",4,10,16,8,88,1,4,"**CONFIDENTIAL**",15,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,15,,2008,5,0,7,30,"**CONFIDENTIAL**",15
"041104088801304","04110401304",4,11,4,8,88,13,4,"**CONFIDENTIAL**",15,7,2008,"**CONFIDENTIAL**",16,7,2008,"**CONFIDENTIAL**",9,11,2008,11,7,2008,3,20,4,40,"**CONFIDENTIAL**",13
"041108088801402","04110801402",4,11,8,8,88,14,2,"**CONFIDENTIAL**",15,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,13,7,2008,3,10,7,45,"**CONFIDENTIAL**",13
"041112088800402","04111200402",4,11,12,8,88,4,2,"**CONFIDENTIAL**",16,7,2008,"**CONFIDENTIAL**",17,7,2008,"**CONFIDENTIAL**",9,11,2008,6,7,2008,3,40,5,35,"**CONFIDENTIAL**",13
"041116088801404","04111601404",4,11,16,8,88,14,4,"**CONFIDENTIAL**",14,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,11,7,2008,4,35,8,55,"**CONFIDENTIAL**",13
"041118088800102","04111800102",4,11,18,8,88,1,2,"**CONFIDENTIAL**",7,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,11,7,2008,3,15,9,0,"**CONFIDENTIAL**",13
"041119010100317","04111900317",4,11,19,1,1,3,17,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"041206088802801","04120602801",4,12,6,8,88,28,1,"**CONFIDENTIAL**",10,7,2008,"**CONFIDENTIAL**",21,7,2008,"**CONFIDENTIAL**",9,11,2008,12,6,2008,3,20,5,0,"**CONFIDENTIAL**",22
"041211088801301","04121101301",4,12,11,8,88,13,1,"**CONFIDENTIAL**",18,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,18,6,2008,3,0,5,0,"**CONFIDENTIAL**",16
"041216088800101","04121600101",4,12,16,8,88,1,1,"**CONFIDENTIAL**",13,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",9,11,2008,13,6,2008,4,0,6,30,"**CONFIDENTIAL**",16
"041302088801103","04130201103",4,13,2,8,88,11,3,"**CONFIDENTIAL**",12,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",15,12,2008,8,8,2008,4,0,6,0,"**CONFIDENTIAL**",3
"041305010100102","04130500102",4,13,5,1,1,1,2,"**CONFIDENTIAL**",15,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",15,12,2008,5,6,2008,3,30,6,0,"**CONFIDENTIAL**",3
"041306088800204","04130600204",4,13,6,8,88,2,4,"**CONFIDENTIAL**",5,7,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",6,12,2008,5,7,2008,4,15,6,35,"**CONFIDENTIAL**",3
"041309088801003","04130901003",4,13,9,8,88,10,3,"**CONFIDENTIAL**",6,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",15,12,2008,12,6,2008,2,10,7,20,"**CONFIDENTIAL**",3
"041314010100306","04131400306",4,13,14,1,1,3,6,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",,,,,,,,,,,"**CONFIDENTIAL**",
"041402088802701","04140202701",4,14,2,8,88,27,1,"**CONFIDENTIAL**",9,6,2008,"**CONFIDENTIAL**",,,,"**CONFIDENTIAL**",12,11,2008,8,6,2008,3,45,6,0,"**CONFIDENTIAL**",22
